StartDate,EndDate,Progress,Duration__in_seconds_,Finished,Age,Edu,Race,Politics,PRegion,Region,SES,G,G_9_TEXT,FamRace,DispMC,ContMC,S1,S2,S3,S4,Attention,S5,S6,S7,S8,S9,N1,N2,N3,N4,N5,N6,N7,clean,wash,six,mask,closed,number,more,VaccineY,HaveCOVID,HadCOVID,MC1,MC2,MC3,MC4,MC5,MC6,VaccineIntention,MandatoryVaccine,PrivatizationSupport,PublicHealthInvest,HealthTaxIncrease,EmergencyAssistanceSupport,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,ID1,ID2,ID3,ID4,FL_18_DO_RacismCondition,FL_18_DO_Control,S2R,S4R,S6R,S7R,S9R,N5R,N6R,moreR,numberR,MC4R,MC5R,fullpriR,MR2R,ID1R,ID3R,Condition,Severity,Normalcy,HealthBehaviors,Disparities,ModRace,WhiteID
2/10/2021 9:11:47,2/10/2021 9:13:17,100,89,1,46,7,4,99,2,2,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 9:06:25,2/10/2021 9:15:31,100,545,1,47,8,1,50,5,5,6,0, ,3, ,1,4,7,1,7,5,4,4,4,1,7,7,7,7,7,1,1,7,4,7,1,4,7,4,4,2,4,4,1,1,7,1,7,1,1,1,1,7,1,7,1,7,4,7,4,4,7,7,2,2,2,2, ,1,1,1,4,4,1,7,7,4,4,7,1,7,1,6,6,0,2.33333333333333,7,4,2.2,4,2
2/10/2021 9:01:42,2/10/2021 9:16:40,100,898,1,35,9,1,100,5,5,6,0, ,2,1, ,7,1,7,1,5,7,1,1,7,1,1,1,1,1,7,7,1,7,7,7,7,5,1,1,2,4,4,7,7,7,1,1,7,7,7,1,7,7,7,1,7,7,7,1,3,1,1,7,1,7,1,1, ,7,7,7,7,7,1,1,7,7,7,7,7,1,1,1,1,7,1,7,7,2.14285714285714,1
2/10/2021 9:25:33,2/10/2021 9:27:46,100,133,1,69,5,4,4,5,5,3,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 9:24:32,2/10/2021 9:36:47,100,735,1,56,6,1,98,5,5,5,1, ,2,1, ,7,6,7,1,5,4,3,3,2,4,4,4,6,5,2,3,4,5,5,6,7,5,4,3,2,3,3,2,2,6,3,5,4,5,1,4,5,1,3,1,5,4,5,2,1,1,1,7,1,7,1,1, ,2,7,5,5,4,6,5,5,4,5,3,4,3,1,1,1,4.77777777777778,4.85714285714286,5.33333333333333,3.4,1.85714285714286,1
2/10/2021 9:42:07,2/10/2021 9:43:06,100,59,1,49,8,4,50,5,5,5,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 9:44:09,2/10/2021 9:44:52,100,43,1,42,8,4,30,5,5,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 9:29:51,2/10/2021 9:48:40,100,1129,1,32,9,1,28,5,5,6,1, ,4, ,1,7,3,7,1,5,7,1,1,7,3,1,2,1,1,6,7,4,7,7,7,7,6,2,1,2,4,4,4,7,7,1,1,7,7,6,1,7,5,7,1,7,1,3,1,2,1,1,5,1,4,2, ,1,5,7,7,7,5,2,1,7,6,7,7,7,1,3,4,0,6.55555555555556,1.71428571428571,6.83333333333333,6.4,1.14285714285714,1.5
2/10/2021 7:23:56,2/10/2021 9:53:58,100,9002,1,56,9,1,53,3,3,3,1, ,4,2, ,7,7,7,1,5,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,6,6,2,4,4,1,1,1,7,7,7,7,7,1,7,1,7,1,7,7,7,7,7,1,1,7,7,7,7,1, ,1,7,7,7,7,1,1,2,2,1,1,7,1,1,1,1,5.66666666666667,5.28571428571429,5.33333333333333,2.2,3.57142857142857,7
2/10/2021 9:45:06,2/10/2021 9:54:21,100,554,1,27,8,1,50,2,2,5,1, ,3, ,1,7,4,7,1,5,7,2,1,7,7,2,3,3,1,3,4,4,4,5,6,7,4,2,4,2,4,4,5,5,6,5,3,4,4,4,1,7,1,7,1,1,3,7,4,4,4,5,4,4,4,4, ,1,4,7,6,7,1,5,4,4,6,3,5,7,7,4,4,0,5.88888888888889,3.14285714285714,5.33333333333333,5,4,4
2/10/2021 9:33:04,2/10/2021 9:55:05,100,1321,1,31,7,1,100,3,3,2,0, ,2,1, ,7,7,4,1,5,4,4,2,5,5,7,6,7,6,1,4,5,6,6,5,7,3,5,4,2,4,4,4,4,4,4,7,2,5,1,7,7,5,7,1,4,3,6,7,5,1,4,7,7,5,4,1, ,1,7,4,6,3,7,4,4,3,4,1,1,4,1,3,1,4.55555555555556,6,5.16666666666667,3,3.57142857142857,5.5
2/10/2021 9:47:30,2/10/2021 9:55:32,100,482,1,28,8,1,56,5,5,2,0, ,2,1, ,7,3,7,1,5,7,2,1,7,4,4,4,3,4,4,5,4,7,7,7,7,3,1,1,2,4,4,7,6,6,4,7,6,7,4,1,6,3,6,1,6,4,4,4,1,1,4,4,4,4,4,1, ,5,7,6,7,4,4,3,7,7,4,1,7,2,4,4,1,6.33333333333333,3.71428571428571,7,5.2,2.42857142857143,4
2/10/2021 9:47:40,2/10/2021 10:01:51,100,851,1,27,7,1,20,5,5,5,0, ,2, ,1,7,1,7,1,5,7,1,1,7,1,1,1,1,1,7,7,1,5,6,4,7,7,2,1,2,4,3,7,7,7,2,1,7,7,7,1,7,7,7,1,7,4,1,1,1,1,1,3,5,2,5, ,1,7,7,7,7,7,1,1,7,6,6,7,7,1,5,6,0,7,1,5.83333333333333,7,1.42857142857143,5
2/10/2021 9:52:47,2/10/2021 10:04:26,100,699,1,29,7,1,100,5,5,2,1, ,2, ,1,4,1,7,1,5,7,6,2,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,2,4,4,7,7,7,4,4,4,7,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4, ,1,7,7,2,6,4,4,4,1,1,4,4,4,4,4,4,0,5.33333333333333,4,5,5.8,3.57142857142857,4
2/10/2021 9:50:25,2/10/2021 10:05:06,100,881,1,76,8,1,80,5,5,6,1, ,4,2, ,7,3,7,1,5,6,4,1,1,3,4,4,5,5,5,5,3,4,7,7,7,4,1,1,2,4,4,4,5,6,4,7,5,7,7,3,6,6,4,1,4,5,5,2,1,1,1,4,3,6,3,1, ,5,7,4,7,5,3,3,7,7,4,1,5,4,4,2,1,5.44444444444444,3.85714285714286,6.5,4.2,2.14285714285714,3
2/10/2021 6:05:08,2/10/2021 6:05:45,11,36,0,28,9,1,66,2,2,4,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 9:40:08,2/10/2021 10:06:10,100,1561,1,38,5,1,50,5,5,3,1, ,2,1, ,7,4,6,3,5,4,4,4,3,3,5,5,5,5,3,4,4,4,4,6,7,5,2,3,2,4,3,5,4,5,4,5,5,7,2,3,5,5,3,1,3,4,6,6,3,3,4,3,3,4,4,1, ,4,5,4,4,5,5,4,5,6,4,3,5,5,5,4,1,4.66666666666667,4.71428571428571,5.33333333333333,4.4,3.71428571428571,3.5
2/10/2021 10:07:57,2/10/2021 10:13:35,100,338,1,41,8,1,20,6,6,6,0, ,4, ,1,7,3,7,1,5,7,4,1,7,1,1,1,1,1,7,7,1,7,7,7,7,4,3,4,2,4,4,1,6,6,4,4,3,7,7,1,7,4,7,1,7,4,7,1,1,1,1,6,1,7,1, ,1,5,7,4,7,7,1,1,4,5,4,4,7,1,2,1,0,6.44444444444444,1,6.16666666666667,4,1.42857142857143,1
2/10/2021 10:07:19,2/10/2021 10:14:08,100,408,1,43,6,1,60,6,6,5,0, ,4, ,1,7,2,7,2,5,6,3,2,2,2,4,4,4,4,3,4,3,5,7,6,7,2,2,2,2,4,3,1,1,4,1,7,7,7,2,4,6,5,6,3,2,3,6,5,2,3,5,2,2,7,2, ,1,6,6,5,6,6,5,4,6,6,7,1,4,6,6,1,0,5.66666666666667,4,6.16666666666667,2.8,3.85714285714286,2
2/10/2021 9:56:53,2/10/2021 10:14:09,100,1036,1,22,8,1,50,5,5,2,0, ,1, ,1,7,5,7,1,5,7,2,2,6,5,6,7,7,6,5,4,5,7,6,6,7,5,4,4,2,4,4,1,3,4,2,7,2,7,7,1,7,6,7,2,5,3,6,4,1,1,2,4,1,7,1, ,1,3,7,6,6,3,3,4,4,4,6,1,7,3,4,1,0,5.77777777777778,5.42857142857143,5.66666666666667,2.2,2.28571428571429,1
2/10/2021 10:16:42,2/10/2021 10:17:25,100,42,1,59,9,4,100,5,5,3,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 10:13:44,2/10/2021 10:21:53,100,489,1,62,7,1,50,5,5,2,1, ,2, ,1,7,3,7,1,5,7,1,7,6,1,3,3,4,2,7,7,2,7,7,5,7,3,4,4,2,4,2,6,5,6,5,5,6,7,7,5,7,4,7,1,5,4,5,4,2,5,5,6,2,4,1, ,1,5,7,7,1,7,1,1,4,4,3,3,3,3,2,4,0,6,2.28571428571429,5.66666666666667,5.2,3.42857142857143,1.5
2/10/2021 10:29:19,2/10/2021 10:29:51,100,31,1,30,9,4,32,3,3,4,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 10:29:21,2/10/2021 10:34:07,100,286,1,43,7,1,62,6,6,5,0, ,4,1, ,7,2,7,1,5,6,2,2,2,3,4,4,4,4,4,4,4,6,7,6,7,7,2,2,2,4,3,4,4,5,2,5,4,7,2,4,5,4,7,3,5,4,5,5,2,4,4,4,3,6,4,1, ,6,7,6,6,5,4,4,6,6,6,3,4,3,4,2,1,5.77777777777778,4,6.33333333333333,4,3.57142857142857,3.5
2/10/2021 10:22:10,2/10/2021 10:36:40,100,870,1,32,8,1,20,5,5,6,0, ,4,1, ,7,1,7,1,5,7,1,1,7,1,1,1,1,1,7,7,1,7,7,7,7,7,1,1,2,4,4,3,7,7,7,7,2,7,5,1,7,1,7,1,7,1,7,1,1,1,1,7,1,7,1,1, ,7,7,7,7,7,1,1,7,7,1,1,7,1,1,1,1,7,1,7,4,1,1
2/10/2021 10:28:57,2/10/2021 10:37:50,100,532,1,30,9,1,19,5,5,2,0, ,3,1, ,7,3,7,1,5,7,3,3,6,3,4,3,3,3,6,6,2,5,7,7,7,4,2,1,2,4,4,4,7,7,4,3,6,7,7,1,7,7,7,1,7,4,4,1,1,1,1,3,1,3,2,1, ,5,7,5,5,5,2,2,7,6,4,5,7,1,5,5,1,6,2.71428571428571,6.5,5.8,1.42857142857143,1.5
2/10/2021 6:24:59,2/10/2021 6:37:59,97,780,0,58,5,1,70,5,5,2,1, ,4,2, ,7,1,7,1,5,6,1,4,7,1,3,3,1,1,7,7,1,7,7,7,7,1,1,1,2,4,4,1,1,1,1,7,1,7,7,1,7,1,6,1,1,1,7,4,1,1,4,7,1,7,1,1, ,7,7,7,4,7,1,1,7,7,7,1,7,7,1,1,1,6.55555555555556,1.57142857142857,7,1,2.71428571428571,1
2/10/2021 10:37:58,2/10/2021 10:43:49,100,350,1,28,7,1,51,5,5,3,1, ,4,1, ,7,1,7,1,5,6,1,1,7,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,2,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,1, ,7,7,7,7,5,7,6,5,6,1,7,3,5,5,3,1,6.66666666666667,5.42857142857143,5.5,4.8,3.85714285714286,5
2/10/2021 7:48:56,2/10/2021 10:47:08,100,10691,1,46,8,1,69,5,5,5,0, ,2, ,1,7,5,7,1,5,7,1,1,2,1,6,6,6,6,2,2,5,7,7,6,7,6,5,4,2,4,4,5,5,4,4,6,5,5,1,4,6,1,5,1,1,1,7,7,4,4,4,4,1,7,1, ,1,3,7,7,7,7,6,6,4,3,4,2,4,7,4,1,0,6,5.85714285714286,5.66666666666667,4.2,4,1
2/10/2021 10:20:25,2/10/2021 10:47:26,100,1621,1,74,7,1,81,5,5,6,1, ,4,1, ,6,7,6,2,5,5,4,5,3,5,6,6,6,6,1,2,5,4,6,6,7,5,4,2,2,4,4,5,4,5,3,6,4,6,3,5,7,4,6,5,3,4,7,4,5,3,6,6,4,5,5,1, ,1,6,4,3,3,7,6,6,4,5,2,3,5,2,3,1,4.11111111111111,6,5.5,4,4.57142857142857,4.5
2/10/2021 10:49:13,2/10/2021 10:50:08,100,54,1,28,8,4,50,5,5,3,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 10:42:11,2/10/2021 10:51:22,100,550,1,35,6,1,31,6,5,3,0, ,3,1, ,7,1,7,1,5,7,1,1,7,5,3,2,3,2,5,5,4,7,7,7,7,5,5,4,2,4,4,7,7,4,4,7,5,7,6,1,7,4,7,1,7,4,5,1,1,1,1,4,3,3,1,1, ,7,7,7,7,3,3,3,4,3,4,1,7,1,4,5,1,6.55555555555556,2.85714285714286,5.83333333333333,4.8,1.42857142857143,2
2/10/2021 10:40:06,2/10/2021 10:57:10,100,1024,1,77,8,1,60,5,5,6,1, ,4, ,1,7,1,7,1,5,7,1,7,6,7,6,4,4,4,2,6,6,7,7,7,7,7,1,1,2,4,4,4,4,4,4,6,2,7,7,2,7,7,5,1,4,4,6,4,2,2,4,4,4,4,4, ,1,7,7,7,1,1,6,2,7,7,4,2,6,4,4,4,0,5.55555555555556,4.57142857142857,7,3.2,3,4
2/10/2021 6:53:13,2/10/2021 6:57:33,61,260,0,52,8,1,51,3,3,6,1, ,2,1, ,7,4,7,1,5,7,4,7,5,5,5,5,5,5,4,4,6,7,7,7,7,4,4,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,4,7,4,1,3,4,4,6,4, , , , , , ,1,5,4.85714285714286,6.33333333333333, , , 
2/10/2021 7:00:32,2/10/2021 7:01:24,23,51,0,37,8,1,83,6,5,6,1, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , 
2/10/2021 6:54:29,2/10/2021 7:01:41,37,431,0,52,9,1,78,6,6,6,0, ,3,1, ,7,6,7,1,5,7,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2,7,7,7,5, , , , , , , , , , ,1,5.77777777777778, , , , , 
2/10/2021 7:03:10,2/10/2021 7:03:57,18,47,0,48,7,1,31,6,6,3,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , 
2/10/2021 11:05:47,2/10/2021 11:06:31,100,43,1,55,4,4,77,5,5,3,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 11:05:30,2/10/2021 11:10:25,100,294,1,42,9,1,50,6,5,6,1, ,4,1, ,7,1,7,1,5,5,1,1,7,4,1,1,1,1,7,7,1,7,7,7,7,5,1,1,2,4,3,1,1,1,1,7,1,7,7,7,7,1,7,1,1,4,7,4,4,4,5,4,7,1,7,1, ,7,7,7,7,4,1,1,7,7,7,1,1,7,4,7,1,6.44444444444444,1,7,1,4.14285714285714,7
2/10/2021 10:50:56,2/10/2021 11:11:35,100,1238,1,40,8,1,90,3,3,6,1, ,4, ,1,7,3,7,2,5,7,2,2,3,2,2,2,4,2,5,3,2,7,7,6,7,4,5,4,2,4,4,1,1,4,1,7,1,7,7,2,7,7,7,2,5,4,1,4,1,2,3,7,4,5,4, ,1,5,6,6,6,6,3,5,4,3,7,1,6,3,1,3,0,5.88888888888889,2.85714285714286,5.66666666666667,1.6,2.71428571428571,4
2/10/2021 11:07:30,2/10/2021 11:28:42,100,1271,1,56,5,1,49,5,5,2,1, ,3,1, ,7,1,7,1,5,7,2,1,7,2,1,1,2,2,4,3,2,7,7,7,7,7,2,1,2,3,3,2,4,6,2,6,4,7,7,1,7,1,6,3,3,2,7,4,4,1,2,7,1,7,1,1, ,7,7,6,7,6,4,5,7,6,6,2,7,5,1,1,1,6.77777777777778,2.42857142857143,6.83333333333333,3.6,3,1
2/10/2021 11:22:52,2/10/2021 11:34:26,100,693,1,19,9,1,49,5,5,3,0, ,2, ,1,7,4,7,1,5,7,5,1,2,1,7,4,7,6,5,7,5,7,7,7,7,7,4,3,2,4,4,1,1,4,1,7,1,6,7,1,7,7,7,1,7,1,7,5,1,7,7,5,5,7,3, ,1,4,7,3,7,7,3,1,5,4,7,1,7,1,3,1,0,5.66666666666667,4.71428571428571,6.16666666666667,1.6,3.28571428571429,4
2/10/2021 11:09:50,2/10/2021 11:35:11,100,1521,1,32,7,1,40,3,3,6,1, ,4, ,1,7,1,7,1,5,6,1,1,7,2,3,4,3,3,6,6,2,6,7,7,7,5,2,1,2,4,3,6,6,6,4,2,6,7,5,1,7,3,7,1,7,7,7,1,1,1,1,3,5,3,5, ,1,7,7,7,7,6,2,2,7,6,4,6,7,1,5,5,0,6.77777777777778,2.71428571428571,6.66666666666667,6,1.85714285714286,5
2/10/2021 11:26:54,2/10/2021 11:38:45,100,710,1,38,8,1,30,5,5,3,0, ,2, ,1,7,2,7,1,5,7,3,1,5,4,5,6,5,5,2,3,3,5,7,7,7,6,4,3,2,4,4,4,2,5,4,7,1,7,1,1,7,5,4,1,7,4,4,2,1,1,2,2,1,1,2, ,1,6,7,5,7,4,6,5,5,4,4,1,7,1,6,7,0,6.11111111111111,5,5.83333333333333,2.6,1.71428571428571,1.5
2/10/2021 11:41:43,2/10/2021 11:42:27,100,43,1,42,6,4,24,5,5,4,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 11:29:28,2/10/2021 11:44:10,100,882,1,54,8,1,50,5,5,6,0, ,4,1, ,7,2,7,1,5,7,1,1,5,4,4,4,4,4,4,4,3,7,7,7,7,4,1,2,2,4,4,7,7,6,2,7,7,7,7,4,7,5,7,1,7,4,5,1,1,1,1,2,4,4,7,1, ,6,7,7,7,4,4,4,6,7,6,1,4,1,6,4,1,6.33333333333333,3.85714285714286,6.83333333333333,5.6,1.42857142857143,5.5
2/10/2021 7:38:23,2/10/2021 7:44:49,47,385,0,35,1,1,100,6,6,1,1, ,2,1, ,7,7,1,7,5,1,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,1,1,1,1, , , , , , , , ,1,2.33333333333333,5.28571428571429, , , , 
2/10/2021 11:46:43,2/10/2021 11:47:38,100,54,1,52,9,5,19,3,5,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 11:40:29,2/10/2021 11:48:04,100,455,1,29,5,1,53,6,6,2,0, ,2, ,1,7,7,7,6,7,7,7,6,6,7,6,6,7,4,5,7,5,6,5,6,6,7,3,5,2,4,4,5,5,5,5,6,6,7,7,6,6,5,6,6,6,7,6,5,6,7,7,7,7,7,7, ,1,1,2,1,2,1,3,1,3,5,3,2,2,2,1,1,0,3.77777777777778,4.57142857142857,5.16666666666667,4.6,5.71428571428571,7
2/10/2021 11:46:20,2/10/2021 11:48:30,100,130,1,39,6,1,50,6,6,1,1, ,4, ,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,3.77777777777778,4.85714285714286,4.83333333333333,5.2,5.42857142857143,6
2/10/2021 11:48:58,2/10/2021 11:50:18,100,79,1,59,9,4,0,2,2,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 11:52:08,2/10/2021 11:54:00,100,112,1,51,1,6,51,4,6,1,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 5:57:49,2/10/2021 8:01:30,47,7421,0,34,9,1,50,5,5,6,1, ,2,2, ,6,5,5,2,5,6,4,4,4,4,5,5,5,4,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3,6,4,4,4,5,5, , , , , , , , ,1,4.66666666666667,4.57142857142857, , , , 
2/10/2021 11:56:31,2/10/2021 12:03:41,100,430,1,58,5,1,35,5,5,3,0, ,4, ,1,7,1,7,1,5,7,1,1,7,4,5,4,3,4,5,5,1,7,7,7,7,7,2,1,2,4,4,4,5,5,4,7,1,7,7,1,7,4,7,1,7,1,1,1,1,1,1,7,1,7,1, ,1,7,7,7,7,4,3,3,7,6,4,1,7,1,1,1,0,6.66666666666667,3.28571428571429,6.83333333333333,3.2,1,1
2/10/2021 12:06:35,2/10/2021 12:08:46,100,130,1,42,9,4,40,3,3,5,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 11:49:36,2/10/2021 12:10:47,100,1270,1,48,5,1,50,5,5,4,1, ,4,1, ,7,4,7,1,5,7,1,1,7,1,4,3,1,2,7,7,1,5,7,7,7,7,1,4,2,2,2,7,7,7,5,7,7,7,6,2,7,1,7,3,7,7,7,3,1,2,4,7,4,4,4,1, ,4,7,7,7,7,1,1,4,7,3,1,6,1,1,4,1,6.66666666666667,1.85714285714286,6.16666666666667,5.8,3,4
2/10/2021 6:36:21,2/10/2021 8:13:24,80,5823,0,27,8,1,51,5,5,3,0, ,3, ,1,5,3,6,3,5,6,3,5,5,3,5,4,4,4,3,4,2,4,6,6,6,5,3,2,2,4,2,4,4,4,4,4,4,6,2,2,6,2,4, , , , , , , , , , , , , ,1,5,5,5,3,5,5,4,6,5,4,4,6, , , ,0,5,4,5.5,4, , 
2/10/2021 12:22:14,2/10/2021 12:22:51,100,36,1,62,8,4,19,5,5,6,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 12:22:59,2/10/2021 12:24:59,100,119,1,37,8,4,100,5,5,6,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 12:25:34,2/10/2021 12:27:06,100,91,1,55,7,4,51,5,5,6,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2/10/2021 12:12:22,2/10/2021 12:28:26,100,964,1,65,8,1,40,5,5,3,0, ,4,1, ,7,1,7,1,5,7,1,7,7,3,2,2,2,3,4,4,3,6,7,6,7,5,2,2,2,4,4,5,4,6,3,7,3,7,7,1,7,3,5,2,6,4,6,3,1,1,2,2,3,6,5,1, ,7,7,7,1,5,4,4,6,6,5,1,7,2,6,2,1,6.11111111111111,2.85714285714286,6.33333333333333,3.8,2.14285714285714,4
2/10/2021 12:16:39,2/10/2021 12:32:32,100,952,1,60,8,1,8,5,5,5,0, ,2,1, ,7,2,7,1,5,7,2,7,7,2,1,4,4,2,6,6,2,7,7,7,7,7,2,2,2,4,4,6,5,6,5,7,5,7,7,1,7,6,7,1,7,4,1,1,1,1,1,6,1,6,1,1, ,6,7,6,1,6,2,2,6,6,3,1,7,1,2,2,1,6,2.42857142857143,6.66666666666667,4.6,1.42857142857143,1
2/10/2021 12:11:24,2/10/2021 12:37:00,100,1535,1,44,9,1,86,6,6,2,0, ,4,2, ,6,1,5,1,5,6,2,2,3,6,7,7,7,6,2,2,3,7,7,7,7,3,4,4,2,4,4,1,1,1,1,7,1,6,1,4,7,2,7,3,2,1,7,1,1,1,1,5,1,6,1,1, ,7,7,6,6,2,6,6,4,4,7,1,4,6,3,2,1,5.33333333333333,6,6,1,2,1
2/10/2021 12:31:57,2/10/2021 12:37:19,100,322,1,24,7,1,51,6,6,2,0, ,3, ,1,6,4,7,3,5,6,3,3,6,4,4,2,4,2,5,6,3,5,3,6,7,2,6,4,2,4,3,3,4,4,4,7,4,7,5,2,4,4,7,1,5,1,5,1,1,1,1,3,2,5,2, ,1,4,5,5,5,4,3,2,4,2,4,1,6,3,5,3,0,5.33333333333333,2.85714285714286,4.5,3.2,1.28571428571429,2
2/10/2021 8:08:03,2/10/2021 8:39:41,47,1897,0,24,8,1,60,5,5,6,1, ,4,1, ,7,1,7,1,5,7,1,1,7,4,4,4,5,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,7,7,7,7,4,4,4, , , , , , , , ,1,6.66666666666667,4, , , , 
2/10/2021 12:40:35,2/10/2021 12:46:52,100,377,1,39,9,1,62,6,6,6,1, ,4,1, ,7,2,3,1,5,7,1,1,4,3,5,5,5,5,4,4,4,7,7,7,7,6,1,1,2,4,4,4,6,6,3,1,7,6,4,6,2,1,1,2,5,5,6,7,1,2,6,5,2,2,2,1, ,6,7,7,7,5,4,4,7,7,5,7,2,3,3,6,1,5.88888888888889,4.57142857142857,7,6,3.71428571428571,2
2/10/2021 12:48:25,2/10/2021 13:02:40,100,854,1,68,6,1,50,1,6,6,1, ,4,1, ,7,5,7,1,5,7,1,1,7,3,4,4,3,3,6,6,3,7,7,7,7,5,1,1,2,4,4,6,6,6,3,3,6,7,7,2,7,4,5,1,6,4,2,6,4,4,4,4,3,3,3,1, ,3,7,7,7,5,2,2,7,7,5,5,6,2,4,5,1,6.33333333333333,3,7,5.8,3.57142857142857,3
2/10/2021 12:32:58,2/10/2021 13:04:15,100,1876,1,23,8,1,50,6,6,6,0, ,4, ,1,7,1,7,1,5,7,1,1,1,4,3,5,4,2,4,4,1,7,3,7,7,7,4,4,2,4,4,1,7,3,1,7,1,7,5,1,7,1,7,1,3,1,1,5,1,1,1,6,5,1,1, ,1,7,7,7,7,4,4,4,4,4,7,1,7,5,2,7,0,6,3.28571428571429,5.33333333333333,2.6,2.14285714285714,3
2/10/2021 13:06:06,2/10/2021 13:07:23,100,76,1,36,8,4,52,3,3,4,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
